s	scores
791	[0.42271822160852174,-0.021263115069933468,0.005975411986887264,-0.0014192553858120539,-0.005023863579687664,7.430722389076144E-4,-0.059079911404053304,-0.0668693213686656,-0.07462524220169639,0.02478106896492293]
792	[0.4151325878524257,-0.044754162878695436,-0.017854059328098363,0.013282277916047669,0.028569664855505675,0.02097509834835301,-0.13666882496901778,-0.11958583533865288,-0.005355119776547947,0.04450081059611883]
793	[0.4238226325489218,-0.03476819914375211,-0.015251128415523793,0.010794588800526214,0.014396593278268536,0.009926797608526999,-0.13307915758755984,-0.1305423287946343,-0.05273258296472404,0.05053322895222477]
794	[0.4098073318987221,-0.03774025058543757,-0.00876245088542535,0.008685613921579604,0.004789188823529083,0.009242615903636684,-0.13519777338732264,-0.11775766448916554,-0.0749993528772534,0.04773324764930833]
795	[0.402599286127649,-0.02316500735036295,0.002575423807101348,0.005656816367575863,0.0033681665630740432,0.00999165073710074,-0.1193351992990254,-0.10925659753447116,-0.05776189782409262,0.05977846522768417]
796	[0.3221054501333631,0.021141307468376967,0.002480491022953899,-0.010792032425615761,-0.006524064775622223,-0.04015558324349308,0.03593699746054813,0.04347612599256256,-0.022700468506561797,-0.010472240845922989]
797	[0.3402443277294171,0.010636119382255243,0.0036565282110285462,2.8746747069548174E-4,0.007344522775258595,-0.036511455202408796,0.039750541354071314,0.02190135242077737,-3.900880755903918E-4,-0.06650506420511353]
798	[0.4233499547471622,-0.040428068157899094,-0.012618658581349826,0.008889101684330443,0.019303887164271928,0.014394268530202899,-0.14235980100829834,-0.12654870420254413,-0.05679013368720321,0.06158058315417016]
799	[0.41942097032537967,-0.028070791596368463,0.009478064120122656,-0.002320686122994546,-0.0022933207522590577,0.015277301114593984,-0.07639948967878137,-0.07913535408534245,-0.09266179634312165,0.0320469412876174]
8	[-0.13164480385244917,0.21360103526728128,-0.013690781470963236,-0.022886316100007107,-0.015174360725418105,-0.10088464255415208,-0.02053940106818176,0.03381205062881406,-0.029470574837090133,5.164461002965991E-4]
80	[-0.13681911118503426,0.21557051462226703,-0.026690591956913763,-0.017342185062553254,-0.01972242300920684,-0.08798727688898865,-0.02332533169321533,0.01906009028098104,-0.002418218640554415,-0.02851639672301496]
800	[0.4091475231792762,-0.037385759748524414,-0.011655814268285462,0.005446133206495714,0.023284881972513487,0.021202722447860287,-0.1530921938903194,-0.14138892078729823,-0.046493808875891454,0.04756995762017677]
801	[0.41626273354186083,-0.04530346901040915,-0.012106403258517636,0.011366716315976567,0.019869078382999995,0.01783654695876754,-0.16224468911721798,-0.15776114089443907,-0.05679414998079611,0.037348081634050706]
802	[0.4196815896163404,-0.044199197792486204,-0.00954094798058887,0.009943455845028757,0.02008323186080907,0.011775518831211437,-0.13064126045678437,-0.11967477647502352,-0.038673512160976795,0.04287958729025221]
803	[0.4200224073384382,-0.046902395934516436,-0.023715500374320343,0.012008740450395171,0.039628240723786144,0.009326533112948926,-0.14263928672646656,-0.1443639079871993,-0.01674419808298631,-5.813170759831503E-4]
804	[0.41650147862873144,-0.045917292134258395,-0.009139742755174806,0.012410844465898366,0.02355754429683597,0.020071925454429703,-0.14144086209949883,-0.12469987962466501,-0.03998830311232066,0.04705860945605106]
805	[0.41411947333803223,-0.03480157019698196,-0.01508372246091515,0.005644852647004382,0.023022307678782578,0.018301955296447514,-0.15270595130559508,-0.13261113550994474,-0.05200251463021337,0.041808134607337545]
806	[-0.11305207931341582,0.09359054551288001,0.10743679435183696,0.09367909999259502,0.02137948237485826,0.07024773754536094,-0.05166163609235178,-0.040769098130009576,0.03821438519636454,0.031542313785830764]
807	[-0.12935067911624598,0.10585227902793971,0.09055083599749494,0.08932294455372114,0.03003351997683028,0.058680283843868315,-0.06990073820436338,-0.04598409380181353,0.05085218209880361,0.025948760614326206]
808	[-0.12402113368458763,0.11527234538173461,0.08345760454634973,0.08507537217620832,0.024456405099446157,0.04954245435401858,-0.0578378007881541,-0.048188723064066935,0.03463387547688616,0.019589208341631827]
809	[0.41629434124669756,-0.04571384542594338,-0.019306190268227812,0.011961226338978453,0.03588910662435722,0.027209605008093284,-0.16117582118719523,-0.14149460763494068,-0.043051791705092116,0.027819303980402384]
81	[-0.168932006851615,0.16125249996123134,-0.21963773366600023,-0.012359629209863941,-0.13578574427699758,0.09069300149794941,-0.04752911858981224,0.0274367234185094,0.028105800142601785,-0.030477982635399855]
810	[0.4205167041817852,-0.0219764555454234,0.0085181618743556,0.0014514380047486166,-0.007381324960505222,0.008423716225399504,-0.08741234570340467,-0.0935881538892142,-0.12988558007447118,0.036589411479372655]
811	[0.4123295846642675,-0.026882055566500637,-5.778959186009084E-4,0.007333550514171726,0.006350053111026726,0.008254887409749253,-0.12099011553306524,-0.11832287366620373,-0.06528751381975607,0.04879015335659262]
812	[0.3994584241463472,-0.018570513541139616,-0.0024745762291889717,0.004209997904880225,0.006448630440265551,0.006058996223095673,-0.12667994328943835,-0.12015938650178858,-0.08830133529651513,0.0627825366773453]
813	[0.4204531459011291,-0.03447441994280473,-0.0010560673718845999,0.005850424340840824,0.015403625297793988,0.012354449889515203,-0.12548337691574019,-0.12958674384874916,-0.05911575287946734,0.024560406842190356]
814	[0.43231785606858425,-0.032667190147349014,-0.007402191998315221,0.0012740103467895295,0.016082665853626353,0.016421392176628694,-0.12391042719544354,-0.12645254395123845,-0.05697931942466981,0.02899603806845845]
815	[0.4189397796974842,-0.03459238350797211,-0.007135170618240733,0.007447289698609646,0.012857507884101274,0.018364908564245264,-0.14428629523750658,-0.12820968823194825,-0.07604097342503453,0.06554688581357779]
816	[0.42251712044452694,-0.047273879948873214,-0.018570360854967657,0.008771934271592306,0.035426221250742955,0.021251570165835437,-0.18629100062082013,-0.16829035450506494,-0.0648220532824297,0.023960424078806674]
817	[0.4154694407818078,-0.04011595794635851,0.004478679514073661,0.005804001216337386,0.008222743963142772,0.011255569656123548,-0.11756468703962984,-0.11730218501128363,-0.07185467948104252,0.0362790860303876]
818	[0.4204890332483929,-0.03537346618601307,-0.0037168418995336136,-0.0014642372401354844,0.0123486916408961,0.007898462158949909,-0.12093950004419822,-0.12146909546728721,-0.05563157561593334,0.044119409004767844]
819	[0.4131247426489227,-0.03898957249682463,-0.00920907420313805,0.004290904295772828,0.013324873582389915,0.012148317485691725,-0.13578647704649086,-0.12536325018937897,-0.04211882940766469,0.04052749234202224]
82	[-0.1770707270405978,0.15342260364655325,-0.2586901121716081,-0.012395000040312236,-0.15437060695432692,0.11278464393832952,-0.054352680933883936,0.04062312516307593,0.009506168006803845,-0.03910939519228128]
820	[0.4215699826661135,-0.031548034137421826,0.0014092811512447854,0.007084710762586144,0.011240860242538014,0.007262515940910644,-0.09962396571744749,-0.09338591321484398,-0.03026810444928743,0.021647364603438583]
821	[0.4227755884573198,-0.03628128819423857,-0.008447894271264892,0.0020434001569460815,0.01749106892356198,0.009212612380023882,-0.11953326436230974,-0.11923386038598462,-0.055064924897540474,0.06089687346734761]
822	[0.40455263893422505,-0.030931989008300152,0.005791202794129475,0.002945714730229129,0.005828605083188047,0.0022100126295659644,-0.09220038419230803,-0.09444616307898751,-0.08221873871291635,0.02811187861975825]
823	[0.41906928134699567,-0.03551903852246957,0.009060004594690543,0.007025097663581953,0.008409472314595661,0.01564336643002398,-0.14031232358431375,-0.13808409055576792,-0.09357675610106532,0.05590482076302956]
824	[0.42730831809589365,-0.0351027640066734,-2.0419798299584196E-4,0.0035934575463371014,0.009381082912989232,0.006804103753706817,-0.11668708067688192,-0.124392706263006,-0.09350516593849377,0.030031258202658374]
825	[-0.12382135968516951,0.12733251501949142,0.08832483834036557,0.06329854310413525,0.03756259055858044,0.0203754004128586,0.024432148617198567,7.011519337985052E-4,-0.012488376562195504,-0.04198922839250735]
826	[-0.12929703636590473,0.12199082078097208,0.09273372481508527,0.07774344820025852,0.02661354448735642,0.017923457335047993,0.026937148539891202,-0.0014068292564977537,-0.006071827772606855,-0.044027252803753185]
827	[-0.12351584195983538,0.11495581757832143,0.09995551462390229,0.08244805382381,0.02609698535839196,0.015643470862767406,0.026938424020029394,-2.739792437904282E-4,-0.00996438815712139,-0.03822887283109399]
828	[-0.12466323606091462,0.13007920228728032,0.10666609343635572,0.10320337957644435,0.03483931837448536,0.0393293029623745,0.029934363012175592,-0.003572211524540424,-0.011973272905700817,-0.047092487484981856]
829	[-0.12601646705915961,0.1335498935576623,0.08297547406178574,0.0854713145420847,0.029938850273792096,0.05421394609298806,-0.06603807672116951,-0.04075116381267441,0.031190560284962688,0.023082398242368483]
83	[-0.1858430567703143,0.1428220289217132,-0.3002218995972028,-0.01638176287210672,-0.24524072859228013,0.20180104116902606,-0.06681362669360444,0.08730618639753714,-0.0537298936974146,-0.0673732278070567]
830	[-0.12709802259562558,0.13198289368755364,0.0789244627568291,0.08085850367951937,0.030971827286686217,0.04720864339654705,-0.06897435603688828,-0.04018067918831609,0.031321931720514444,0.024483524068312463]
831	[-0.11951571496852653,0.10360293790158091,0.10126464937883638,0.09645102715865261,0.02813163556675665,0.06286216355172122,-0.0471095787516821,-0.038922916503515204,0.037373364248723506,0.021920964479605662]
832	[0.42479835606405403,-0.032353528607485284,6.800394912645306E-4,0.009126933831544982,0.009505912575797009,0.022548033802938613,-0.14463465758216995,-0.14528769624562377,-0.08561786619770047,0.03693039393587173]
833	[0.4227802565460571,-0.03285982037936581,-0.0027854849575250926,0.009399580647352647,0.014863894164459391,0.009250204897489045,-0.13025159921415372,-0.12172732490920252,-0.07520832243698451,0.058928513985350886]
834	[0.4393735386094723,-0.045297655231823546,6.608860710773532E-4,-0.0010679721473031405,0.007971922609876623,0.01020987886263539,-0.12806625676112232,-0.12826629904679923,-0.07831827019289976,0.05111357029175786]
835	[0.40958847975775187,-0.03172593017795094,-1.9430881027286491E-4,0.004294852540310207,0.007729031537300443,-9.698186128909348E-4,-0.12386695754978867,-0.11805122518948243,-0.06428592961656762,0.02684222569052132]
836	[-0.12686201072539352,0.11596466182676506,0.10124651270694887,0.09579591492829212,0.028167455652004875,0.026548420525642328,0.026676852921810615,0.0018227644286437077,-0.0035429346791877384,-0.03889862443229113]
837	[-0.12696327409003122,0.1224809286629854,0.0891344645343063,0.08868415745241325,0.03419887280737139,0.018912096228240843,0.03269338891161062,-0.00554919321586858,0.005757403720565129,-0.05472819219055338]
838	[-0.11617137938621343,0.0820656380250254,0.1151009726190558,0.11118951844936602,0.03575404555338293,0.07686616320725276,-0.05848746454672631,-0.04866197219993252,0.049648940985474656,0.022233413651671776]
839	[-0.11885084168018549,0.07982835273358689,0.11848739554617423,0.12046350577219743,0.02910984779279738,0.08479798304200616,-0.06689216430450685,-0.056866055687719255,0.04983179839492469,0.027863607149922833]
84	[-0.15698324355675194,0.1518181997662176,-0.13797943346418245,0.0065837657627005955,0.00785943074900002,-0.09510638244031129,0.03424253627067336,-0.06245560660557535,0.05589310415366549,0.008150311761299028]
840	[-0.12698093616912895,0.07800561978137462,0.12621179586587133,0.11494203448526918,0.02612423373344153,0.0846947088525451,-0.04954221978372389,-0.04543259111777146,0.04090745217091008,0.025086782729601124]
841	[-0.13106945375711831,0.1293392465345427,0.08864951890728828,0.07978789176812394,0.032473708299634405,0.015347801317124432,0.022485447306402978,-0.0038234384537603463,0.003918996232389696,-0.04961285935333852]
842	[-0.12013505518891536,0.10142796419725458,0.10215418866633127,0.09873782928919633,0.026125705304351602,0.05924015171361608,-0.047880384565656985,-0.03775213321550008,0.03203005707537636,0.025245714781513464]
843	[-0.12679780735764648,0.11333444344051084,0.09374723125944347,0.09316652139079247,0.02836351963007918,0.054402848319488,-0.05482330555933265,-0.041554609025041586,0.03339825855908605,0.024860726487338693]
844	[-0.12269981456067704,0.11902677340902673,0.09283112014495948,0.08153205387187086,0.036142326586986497,0.020301595466136368,0.024372446982654682,-0.00451656524857344,-0.0069884831252094185,-0.0530866472060237]
845	[0.39238328494324926,-0.023472227693100017,0.004138460145066438,0.006768068575316503,0.009389027778262086,0.008048988081868247,-0.10669249731915624,-0.10677046174402444,-0.07705783081141251,0.05075578251455091]
846	[0.41739717349815486,-0.0308362867245344,-8.019978224567516E-4,1.9979588336411442E-4,0.010471818724643001,0.009943874844526041,-0.1222167504369817,-0.1172008412974945,-0.07858632488488199,0.05385858463764992]
847	[0.42389790783086245,-0.04918958353606507,-0.009924264472398789,0.006921757491044066,0.022127572069254392,0.020073644228549018,-0.13957921102599133,-0.14109794399116657,-0.03507436535745496,0.029402080072703774]
848	[0.4156383233234842,-0.038885888709217956,-0.0111129276616351,-2.2159192849725108E-4,0.014784020466955768,0.012256407833177527,-0.11918356324223608,-0.11747131771906993,-0.04009679653099368,0.052309563947212034]
849	[0.4216806166230501,-0.039405308965636335,0.006391154548094224,0.012657816323977765,0.012838971755666072,0.007674123765460108,-0.10673351006187026,-0.11411149520488531,-0.05536543870535383,0.03082375891503533]
85	[-0.1571280258566193,0.1602048372227232,-0.12372517090415802,0.005147812840181827,0.009415443475084842,-0.08119379168574489,0.03801255596552437,-0.05865470798308349,0.040239897844127334,0.01840642481110228]
850	[0.42620127823833215,-0.03537672692109774,-5.498649632682451E-5,0.0026556947688834488,0.008272206889865848,0.014004425278051137,-0.11938082212903542,-0.11058598557043768,-0.06486325199124299,0.05044794160876996]
851	[-0.12078987291923572,0.08308040318612264,0.12062793204315707,0.11620901787761569,0.036782819148677266,0.08958725524986541,-0.044293130863770916,-0.05093910981932657,0.04935830944235662,0.029680188404967067]
852	[-0.11676870892085947,0.07329348365992813,0.12050440604866636,0.12494636124583232,0.03462619956367606,0.09025678549687857,-0.06653062995183712,-0.0585722192069561,0.05296141033051926,0.03161454457717479]
853	[-0.12093137248048065,0.0785974746694266,0.12317895660463424,0.11395092560674092,0.03474709858849424,0.09156552191130923,-0.060247734894536456,-0.05521706622082663,0.04951881209739179,0.031327320213283764]
854	[-0.1208837873130715,0.07227551594715899,0.1295967391119666,0.12172221604544349,0.029893510578882822,0.09207698868894065,-0.05359998206152904,-0.04774894038813793,0.03693391444056697,0.026764596423307994]
855	[-0.1260143720533986,0.11130588794023713,0.10971606089511637,0.08908408220370993,0.014474497005900965,0.029275465760383635,0.03014470549193912,0.011501724334880588,-0.017739060590419874,-0.006584116360692894]
856	[-0.11911460930416588,0.10143115668692015,0.09805095559275878,0.09273481547994723,0.029669005270852308,0.07306145006858057,-0.06695678769890336,-0.04210306061808837,0.040805158444716744,0.027193670139853313]
857	[0.42342898148360775,-0.03588992189671516,-0.008373610482459172,0.010478515003788328,0.013189742028465515,0.014974149462246636,-0.16200030193926263,-0.1453268453494061,-0.07859390432032352,0.04741544362064666]
858	[0.41555207833712493,-0.03807708977932796,-0.011094104439903437,0.008284552306733793,0.01745920454264821,0.012547740458130804,-0.14658884954933304,-0.13034913414017635,-0.06199451151743023,0.050263691748838345]
859	[0.4276482408375029,-0.03183904125458891,0.008319857826075664,0.003746459848259476,0.023649524121451583,-0.022646715204766823,-0.010702592748832989,-0.06398013396733707,-0.11575401397528727,-0.07469197595262732]
86	[-0.15644612144905154,0.1517511749502089,-0.14143221226140348,0.01471363122187919,0.023782327784527588,-0.08180815309973896,0.030795284496453256,-0.06470395930880268,0.058077006351620365,0.008379790973889752]
860	[0.424606313714089,-0.028186941753941187,0.006995720061136225,0.008045033939643512,0.02756063748817877,-0.019368815485880736,-0.008492490037768825,-0.06693688214428903,-0.11017211088676093,-0.08522911508241607]
861	[0.4207325220189586,-0.022833391879387117,0.013850458365032153,-2.0184907378206787E-4,0.0032810764054481316,-0.01796805336162507,-0.019822537244483015,-0.05715269340405518,-0.14419704832225105,-0.00713367037331697]
862	[0.4201984872551305,-0.04163037209794265,-0.019843818857739063,0.008879792286776331,0.024422322529405526,0.009661512768530322,-0.14475449945007784,-0.1323889133175166,-0.03492660216700174,0.045968920859539526]
863	[0.42695443693918,-0.04114736808687298,-0.015438340697831161,0.016863714539299045,0.02018507826957136,0.021302915995167496,-0.13618814674647062,-0.12545351440215788,-0.039356101029526934,0.04248804537764083]
864	[0.42229630993465705,-0.03645377796545764,-0.013259092313035367,0.005881450968845827,0.02282409362379848,0.012558526788469004,-0.13905424733471303,-0.1225538735995838,-0.05795563034299415,0.04030002245472078]
865	[0.41126603868669526,-0.03500486631078355,-0.008029398730913774,0.008681548423156873,0.015011867496325233,0.018169410499659155,-0.1396259432790705,-0.1242647467037966,-0.04446825561076557,0.06117826023321238]
866	[-0.116625715854605,0.0715239233517929,0.1284364283457701,0.11569480380678453,0.035426232273247975,0.09315071561647385,-0.06283608458243503,-0.05511395341136539,0.051322088481949454,0.026976405584127672]
867	[-0.11621783036148979,0.07786652571813966,0.12677439018216566,0.1112252598788694,0.03252631012787154,0.08740107939449346,-0.04732662135806485,-0.04458003750974218,0.040792719507255853,0.024023638562358292]
868	[-0.12667610740750715,0.07744741629306166,0.1202657765521003,0.10947422517053007,0.026486973536825578,0.07836733517278341,-0.054422928513261644,-0.04640603852282248,0.039890190794435086,0.02134615365949776]
869	[-0.12183784608039051,0.08317322193223092,0.12974026138331446,0.12376191738117574,0.031212904447670834,0.08841131671928835,-0.05383095752021701,-0.04855067069935483,0.03940467352863358,0.026798059395539975]
87	[-0.1753457844944227,0.10943899894926053,-0.25607124091179806,0.035952296357403365,-0.020398097195600613,-0.029563886485204062,0.09491338930200086,-0.0853636687066963,0.009820251727457424,0.028688319823445968]
870	[-0.11522862237993958,0.07338801054399682,0.12430338801647156,0.11055858765551062,0.027378279031888827,0.08154915596360758,-0.047335173146795924,-0.04499319818848429,0.03979716676598394,0.02682344447642453]
871	[-0.12322363733063964,0.08099026956659093,0.13924390099588252,0.10908753965067614,0.031307659047598635,0.06095054703713588,0.04471433175934309,-0.0015984547046273983,-0.0072018753447318454,-0.039121494550978055]
872	[0.42670117000026114,-0.045880640054425145,-0.014889376630095394,0.007846289593098741,0.026337942112688254,0.020514618382306466,-0.1539288947865241,-0.14153244697644907,-0.05118309675458594,0.028044110743881828]
873	[0.4257878368499932,-0.03370912643590638,0.001167703974093548,0.007627102617967328,0.009597446641531789,0.00920783976535363,-0.12373353450402072,-0.1345627182178044,-0.07332646711056988,0.030988846112639162]
874	[0.43268944789563507,-0.04961821262594691,-0.023513098014218373,0.008392329026414272,0.026092207321559886,0.011277251202912744,-0.15502081366056528,-0.13882050341757632,-0.03304290754064233,0.028678094915519477]
875	[0.42058050066851005,-0.0411037077132167,-0.01252484626719015,0.010047103064843856,0.014920247434250626,0.023031104230208894,-0.1444456345493127,-0.13238602737469585,-0.03953119384933076,0.04042213911456457]
876	[0.40863625397668046,-0.037741176170976595,-0.012468869423641019,0.004722085298816919,0.014858053687830575,0.013411051130048899,-0.14684009819844923,-0.1340180582811452,-0.04361328878678225,0.051204960751394246]
877	[0.4209366725467729,-0.03504684624813847,-0.010321805369423412,0.018268926121257183,0.017599470671017303,0.01555324629428458,-0.13997179481394434,-0.13572131851310948,-0.059961093292677625,0.030350461136519537]
878	[0.4121619206643355,-0.02192773880251246,0.015468179266569394,-0.002309107786576763,0.020078348867540466,-0.020108608236756382,-0.01564407598196417,-0.06686999198313004,-0.1441391099754584,-0.058715076372446995]
879	[0.4238191363097729,-0.02578582862522138,0.00778422862898764,0.0017071388648560505,0.015554436844749109,-0.020122944898008206,-0.007923614371130377,-0.060903673211047754,-0.11582337680275671,-0.07223752963294006]
88	[-0.18987193788676937,0.07520458570836627,-0.342462995171475,0.05512796969040315,-0.03031539326928293,0.03867818245317534,0.08473275217702571,-0.013751746543383039,-0.11516411749437042,0.013326657945991147]
880	[0.4171519432665272,-0.028504868688773652,0.008580051879478986,-5.844752862450884E-4,0.013174043235027442,-0.025715254753597275,-0.008000657275109601,-0.06692994237857705,-0.12562815642724018,-0.06386474718782768]
881	[0.43027207351629215,-0.018265827906135863,0.006901050746612477,0.003096925764896367,-0.005990817022903963,0.008515284378285689,-0.05736303236978033,-0.06784953911320755,-0.10447720373759296,0.03800865114006918]
882	[0.4156985413526847,-0.02627240867682207,0.012695666920856883,6.922673839650598E-4,-0.008207419866134918,0.01425281639587213,-0.054920243473656455,-0.06950773439319013,-0.10572362151263294,0.01693041776808683]
883	[0.4327200491242117,-0.030435600842502096,0.013355840324486301,0.006459801027024832,0.016625048166185086,-0.023522752078706622,-0.006100646611984599,-0.059676832910678684,-0.14294906133018961,-0.05154092466839818]
884	[0.433947677829899,-0.02967580553711789,0.010565723310656576,0.006236332565338671,0.011553313444185614,-0.020704691988537107,-0.022814510949809762,-0.071779463227825,-0.15215882762946173,-0.03822959372004998]
885	[0.40894712011658657,-0.025265690201851213,0.01193665112617534,0.0047500494248804825,0.014413527157924811,-0.018776906644427806,-0.02513691537118482,-0.06443555144070172,-0.14288020356145428,-0.04990211647003603]
886	[0.42798290871005196,-0.018923516545172978,0.004979545290935934,-8.698096466060695E-4,0.015877470121900446,-0.02691635888364848,-0.01602970604067063,-0.06561826082944762,-0.1282663958175343,-0.08590095084056357]
887	[0.41822271185799437,-0.020812845548446382,0.004720963525583244,-0.005594655891372857,0.02162027116344188,-0.02324938118612087,0.006884636487353236,-0.04818103108965139,-0.10469619365789276,-0.09741169311159628]
888	[0.41936494528234103,-0.018429765512014765,0.008867016505514084,0.006059728960375424,0.01926090499502471,-0.020239002486700453,-0.022538844595890183,-0.07829466716101884,-0.14469209487915133,-0.0923942743418553]
889	[0.43180280466063065,-0.02266077755365665,0.005539605923569218,-0.0010847273004108168,-0.007028284858392477,-0.0024373679688126084,-0.057638392624483316,-0.05823363357191279,-0.11177618311588729,0.037774451171898114]
89	[-0.16954229584392094,0.16596638951167444,-0.2038319451863835,-0.01810830134660562,-0.11814758036645419,0.05535858209768381,-0.06662707470218694,0.035894691329417125,0.020872829889165587,-0.020707812338528208]
890	[0.42380526292906534,-0.02217748508357966,0.01056910331543384,0.007358974324044697,-0.007653607471428643,0.008544301664128734,-0.08303673677912517,-0.09696724686762494,-0.12156734855018793,0.034731641907377646]
891	[0.4207965444442958,-0.027151604512705894,0.011764613363728227,-0.004838469496018706,0.009642874856440399,-0.014101156309040058,-0.014875769947780346,-0.04939034581583234,-0.13135643809707165,-0.04197044701596752]
892	[0.4201261923967974,-0.024208120540281427,0.0039916654613753105,-0.0038316265971222244,0.01668059834754513,-0.023986427338153076,-0.02507590056027562,-0.06778784384432066,-0.13320555927040795,-0.053459440370126746]
893	[0.42097213821138446,-0.023464516689057673,0.014068512213242531,0.005973911873778423,0.002435001840794459,-0.019213449704224773,-0.0030053377199487728,-0.042619758371588566,-0.12421840753424866,-0.02522735518143511]
894	[0.4176211100589597,-0.02249712561595408,0.008612708028201977,-0.0024113341654739334,0.013087288445131165,-0.02451353194100024,-0.015385135869169267,-0.06716495693683674,-0.13989916022019053,-0.057944750558970595]
895	[0.4307510384353766,-0.02741579115069901,0.008552836425439856,4.482700786276989E-4,0.014413771391351646,-0.015489331052535651,-0.016203281480927152,-0.06438530034567373,-0.13321190829143045,-0.04629390701531883]
896	[0.42202097056579135,-0.020400019565529125,0.01158904886083837,0.0031792674088384444,0.014957314827898955,-0.015489930211724812,-0.014296343175666977,-0.06435258159021355,-0.13238886643994177,-0.07499860894229049]
897	[0.42984787819115183,-0.026603709136716114,0.0032982570073203676,0.004697712391761424,0.019430060452453643,-0.021141141864200904,-0.011250602729915547,-0.06765361134562382,-0.11251316651257676,-0.06449158286905052]
898	[0.4078262268400826,-0.0227382532829589,0.011888906787407942,-0.009292278052306525,-0.004056081236314014,0.005421867258118831,-0.05840069393839522,-0.06990325885434309,-0.11040423307209307,0.03499924286307907]
899	[0.41158425534453735,-0.017779691760561697,0.010500434000352197,9.516732023747242E-4,-0.005482710801663958,0.009699025633679312,-0.06843189723291647,-0.07327276152755469,-0.11086837711877563,0.033378162013452846]
9	[-0.16547785326961753,0.14887357173031215,-0.22403169380410826,-0.015266461483743879,-0.14488340190158794,0.10411395919505462,-0.052895061996889974,0.0392489364164721,0.020356561077592816,-0.02173624842782865]
90	[-0.18216112914936144,0.09956169368509611,-0.2831424809409799,0.03553985416401388,-0.06783811218707937,0.03423381756128181,0.06918566899335728,-0.010104408413658228,-0.09134421716520279,-0.0020790028150906442]
900	[0.4265011993104262,-0.025857074263372713,0.010584538678928397,0.006900181744257993,0.01379878747574629,-0.01846967455490457,-0.01101898121621299,-0.06756148688797553,-0.13201836230648184,-0.04871944231718694]
901	[0.43182177735943006,-0.026390122413553797,0.007165245322402075,0.0044457712720537505,0.020996833613946955,-0.0218916417847451,-0.007386118364811412,-0.05878143442473866,-0.12555668639845854,-0.06646398795101931]
902	[0.4175159182768264,-0.021583638526647818,0.0065714898713862165,-0.00642860422080649,-0.005792861564617029,0.003467920068754426,-0.05811225461316628,-0.07074051026859624,-0.09821745446258522,0.025393497983414826]
903	[0.4074450036161749,-0.027127041751102924,0.010023246901993946,-0.004276213209908125,-0.0128505521327449,0.0013792314760940573,-0.056883352122864515,-0.061942112572919185,-0.09219886203035542,0.022054053409163065]
904	[0.43229874342098024,-0.047253490455127056,-0.01411546955700121,0.0057926638605931904,0.004981049963445071,0.008308375585272549,-0.05950244604220995,-0.025463651722109435,0.09247260236730899,0.008656570653536904]
905	[0.45050201755397656,-0.032844881750607874,0.005852561409000754,6.627114236343408E-4,0.014476916171245682,-0.019960812884185032,0.06607288624305827,0.03398282773680741,0.034348233175775976,-0.11527261942769945]
906	[0.4416511676040887,-0.03150242508948947,0.0042073234399007545,0.008871932080307877,-0.010350096086334182,0.007051997670407032,0.01167107829025037,0.01679751167774345,0.06386498147133814,-0.03251880477233474]
907	[0.43086109787856286,-0.05309786881067101,-0.011927359390446162,0.004763450639235794,0.01277652536689051,0.010937898090813483,-0.060718221665363496,-0.014031454592331311,0.12236028118615706,0.020930963359542868]
908	[0.45244172438617125,-0.032720204679590276,0.0080714937675236,-4.478365019173106E-4,0.01376075686711781,-0.02056102787119577,0.0718510493525316,0.03340531732275765,0.004304021271474659,-0.12334428995747695]
909	[0.4401537795559649,-0.035152839431894685,0.011713922504960382,0.006132924860206765,0.008806258774624669,-0.010516846278348728,0.06114048239602616,0.034940424502607766,0.026993533661686785,-0.07486241309916883]
91	[-0.17910764184358316,0.11085934613386589,-0.23413914144393008,0.030637109774359975,0.0016455373423625347,-0.04269321345236314,0.08337547497578866,-0.09911931040069191,0.01727989075821735,0.017409713875393095]
910	[0.44522917044694726,-0.0364172942651515,0.009027855264333156,-0.0014974173564953725,0.012302090049568812,-0.024791444229845215,0.07251333607756132,0.04315331933031256,0.016979082302370132,-0.07818595832723044]
911	[0.4475180210857676,-0.0379532135251561,0.009603960971807657,-0.005529738516934066,0.006485891858032982,-0.02266222519239656,0.08282515168207899,0.06764777627497391,0.03989330386299884,-0.10461163185975304]
912	[0.44836564045619265,-0.05306378094291783,-0.01461330134058906,0.015862611985573535,0.04253967121944141,-0.02609691951533667,0.045448776496155315,0.012235413289788702,0.07172300676548478,-0.12347082521808826]
913	[0.4389826070430196,-0.04608227772727201,-0.010117304762448313,0.00988621846573549,0.03770032252838141,-0.024753262112647716,0.0525868454402518,0.015107107021672003,0.07288401203277865,-0.14532884665936913]
914	[0.43079610733662405,-0.0408495056020814,-0.012708350055556308,0.007049989211476273,0.013102152888941732,0.021050058666886563,-0.05540956545943926,-0.02077121249951371,0.10211218435936593,0.003745989363497748]
915	[0.4343292536969755,-0.036085418451933145,-0.00348953756896995,0.013951161372304165,0.0028522814141823034,0.009073030605101817,-0.052607591909454285,-0.01827403246185468,0.09175272544875421,0.021885462110671675]
916	[0.4552027464646856,-0.04812285489161902,-0.012419069964904177,0.012422722546327715,0.04104769349293067,-0.018358669128367137,0.04908438453391688,0.01623922789837657,0.07210655675252496,-0.1230069303147837]
